tick, news, price
218, WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS-WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS, 97.09 
220, WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS-WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS, 97.05 
221, WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS-WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS, 97.06 
223, WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS-WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS, 97.1 
224, WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS-WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS, 97.11 
226, WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS-WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS, 97.2 
228, WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS-WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS, 97.23 
229, WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS-WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS, 97.26 
231, WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS-WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS, 97.25 
232, WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS-WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS, 97.17 
234, WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS-WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS, 97.17 
235, WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS-WEEK 5 CL ACTUAL DRAW 11 MLN BBLS VS FORECAST BUILD 8 MLN BBLS, 97.12 
237, PIPELINE COST FOR CUSHING TO NYC GOING DOWN TO $15,000 PER LEASE.-PIPELINE COST FOR CUSHING TO NYC GOING DOWN TO $15,000 PER LEASE., 97.17 
238, PIPELINE COST FOR CUSHING TO NYC GOING DOWN TO $15,000 PER LEASE.-PIPELINE COST FOR CUSHING TO NYC GOING DOWN TO $15,000 PER LEASE., 97.2 
240, WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS-WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS, 97.3 
241, WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS-WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS, 97.32 
243, WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS-WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS, 97.31 
244, WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS-WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS, 97.37 
246, WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS-WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS, 97.37 
247, WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS-WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS, 97.38 
249, WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS-WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS, 97.48 
250, WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS-WEEK 6 CL ACTUAL BUILD 0 MLN BBLS VS FORECAST BUILD 5 MLN BBLS, 97.56 
252, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.66 
253, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.73 
255, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.61 
256, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.6 
258, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.63 
259, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.6 
261, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.65 
262, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.7 
264, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.83 
265, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.83 
267, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.81 
268, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.82 
270, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.74 
271, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.72 
273, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.77 
274, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.71 
276, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.71 
277, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.64 
279, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.6 
280, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.61 
282, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.53 
283, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.53 
285, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.61 
286, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.61 
288, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.59 
289, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.72 
291, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.62 
292, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.64 
294, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.6 
295, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.57 
297, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.54 
299, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.42 
300, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.4 
302, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.51 
303, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.59 
305, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.65 
306, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.68 
308, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.71 
309, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.7 
311, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.66 
312, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.63 
314, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.48 
315, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.41 
317, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.39 
318, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.4 
320, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.56 
321, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.66 
323, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.74 
324, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.71 
326, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.68 
327, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.66 
329, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.72 
330, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.83 
332, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.86 
333, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.89 
335, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.99 
336, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.91 
338, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.92 
339, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.94 
341, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.81 
342, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.8 
344, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.69 
345, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.61 
347, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.65 
348, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.67 
350, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.67 
351, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.66 
353, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.57 
354, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.56 
356, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.62 
357, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.67 
359, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.65 
361, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.79 
362, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.66 
364, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.7 
365, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.77 
367, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.67 
368, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.67 
370, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.75 
371, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.78 
373, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.72 
374, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.73 
376, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.8 
377, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.81 
379, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.78 
380, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.76 
382, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.76 
383, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.76 
385, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.73 
386, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.68 
388, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.65 
389, PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE.-PIPELINE COST FOR ALASKA TO CUSHING BACK TO $40000 PER LEASE., 97.74 
391, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 97.75 
392, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 97.83 
394, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 97.87 
395, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 97.94 
397, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 98.03 
398, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 98.11 
400, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 98.16 
401, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 98.24 
403, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 98.32 
404, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 98.32 
406, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 98.41 
407, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 98.33 
409, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 98.28 
410, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 98.32 
412, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 98.41 
413, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 98.45 
415, WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS-WEEK 7 CL ACTUAL DRAW 9 MLN BBLS VS FORECAST BUILD 3 MLN BBLS, 98.52 
416, PIPELINE COST FOR CUSHING TO NYC BACK TO $20000 PER LEASE.-PIPELINE COST FOR CUSHING TO NYC BACK TO $20000 PER LEASE., 98.52 
418, PIPELINE COST FOR CUSHING TO NYC BACK TO $20000 PER LEASE.-PIPELINE COST FOR CUSHING TO NYC BACK TO $20000 PER LEASE., 98.62 
419, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.69 
421, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.75 
422, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.74 
424, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.74 
425, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.84 
427, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.79 
428, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.75 
430, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.61 
431, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.65 
433, PUNTLAND STATE OF SOMALIA BEGINS PUMPING OIL IN DHAROOR VALLEY-Puntland State government of Somalia has begun pumping oil unexpectedly early in the Dharoor valley area nearby the economic city of Bosaso. Production has stabilized at about 50,000 barrels a day. Daily output is expected to increase to 75,000 barrels within the next year. , 98.64 
